Q1,Q2,Q3,Q4,Q5,Q6,id
[0],[],[],[],[1],[1] ,abs01649
[1],[2 3 6],[2],[],[1],[1] ,abs18578
[1],[5],[],[],[0],[1] ,abs18733
[1],[5 6],[],[0],[],[0] ,abs09832
[1],[3],[],[0],[],[0] ,abs17561
[1],[],[],[],[0],[0] ,abs22168
[1],[2],[],[],[1],[1] ,abs18553
[1],[],[],[],[1],[1] ,abs20637
[1],[6],[2],[0],[1],[1] ,abs13776
[1],[5],[1],[0],[1],[0] ,abs16529
[0],[],[],[],[0],[0] ,abs03558
[1],[6],[2],[0],[],[0] ,abs00951
[1],[2],[],[],[1],[1] ,abs17165
[1],[6],[2],[0],[],[1] ,abs08936
[1],[3],[],[0],[1],[1] ,abs19580
[1],[3],[],[],[],[0] ,abs03346
[1],[4 5 6],[],[0],[],[0] ,abs12705
[1],[2],[],[0],[1],[0] ,abs19188
[1],[],[2],[0],[1],[1] ,abs10208
[1],[1 2],[2],[],[],[0] ,abs06597
[1],[2 4],[],[16],[1],[1] ,abs10871
[1],[5],[],[0],[1],[1] ,abs15504
[0],[],[],[],[0],[1] ,abs02902
[1],[3],[],[0],[],[0] ,abs22200
[1],[6],[],[0],[],[0] ,abs04706
[1],[2],[],[],[1],[1] ,abs21885
[1],[2],[],[],[1],[1] ,abs20186
1,3,2,[],1,1 ,abs14331
[1],[6],[],[0],[],[0] ,abs20019
[0],[],[],[],[],[0] ,abs13593
[1],[4 5 6 7],[],[],[1],[1] ,abs09388
[1],[4 5 6 7],[],[0],[],[0] ,abs07257
[0],[],[],[],[],[0] ,abs15323
[0],[],[],[],[],[0] ,abs05155
1,4 5 6,2,0,1,1 ,abs19318
[1],[4 5],[],[0],[],[0] ,abs12487
[1],[6],[2],[0],[],[0] ,abs03787
[1],[7],[],[0],[],[0] ,abs15045
[1],[2],[],[],[1],[1] ,abs17777
[0],[],[],[],[0],[1] ,abs14235
[0],[],[],[],[0],[1] ,abs03604
[1],[2],[2],[],[1],[1] ,abs00584
1,0,2,[],1,1 ,abs01730
[],[],[],[],[0] ,abs16355
[1],[6],[2],[0],[],[0] ,abs08870
[0],[],[],[],[1],[1] ,abs11004
1,4,2,[],1,1 ,abs04708
[1],[1 2],[],[34],[1],[1] ,abs20629
[1],[6],[],[0],[],[0] ,abs11398
[1],[5 6 7],[],[0],[],[0] ,abs07780
[1],[5 6],[],[0],[],[0] ,abs01792
[1],[6],[],[0],[1],[1] ,abs03021
[1],[2],[2],[12],[1],[1] ,abs14248
[1],[2],[],[0],[1],[1] ,abs11747
[1],[6],[1],[0],[1],[1] ,abs07507
[1],[1 2],[],[7],[1],[1] ,abs00065
[1],[6],[],[0],[0],[1] ,abs04488
[0],[],[],[],[1],[1] ,abs00321
[1],[],[],[0],[1],[1] ,abs22258
[1],[6],[2],[0],[],[0] ,abs09073
[1],[6],[],[0],[1],[0] ,abs09123
[1],[6],[],[0],[1],[1] ,abs03276
[1],[1 2],[],[7],[1],[1] ,abs15188
[0],[],[],[],[],[0] ,abs16400
[1],[2],[],[12],[1],[1] ,abs18608
[1],[5],[],[0],[],[0] ,abs07638
[1],[6],[],[0],[1],[1] ,abs19018
[1],[2],[],[22],[],[0] ,abs17738
[0],[],[],[],[0],[1] ,abs14191
[0],[],[],[],[0],[1] ,abs03337
[1],[4 5 6],[],[0],[],[0] ,abs05772
[1],[1 2],[],[22],[],[0] ,abs15232
[1],[4 5 6],[],[0],[],[0] ,abs13551
[1],[],[2],[],[1],[1] ,abs17416
[0],[],[],[],[1],[1] ,abs02241
[1],[2],[],[0],[0],[1] ,abs06917
[1],[0],[0],[0],[0],[1] ,abs14225
[1],[2],[2],[0],[1],[1] ,abs06934
[1],[4 5],[1],[0],[],[0] ,abs04310
[1],[],[2],[0],[1],[1] ,abs06605
[1],[5 6],[],[0],[],[0] ,abs15320
[1],[],[],[],[0],[1] ,abs03415
1,[],2,[],1,1 ,abs01433
[0],[],[],[],[0],[1] ,abs02521
1,5 6,1,0,1,1 ,abs07806
[1],[4],[],[0],[],[0] ,abs09729
[1],[5 6],[1],[0],[],[0],abs05338
[1],[1 2],[],[],[1],[1] ,abs11578
1,4,2,[0],1,1 ,abs20553
[1],[4 5 6],[2],[0],[],[0] ,abs05553
[0],[],[],[],[0],[1] ,abs05264
[1],[],[],[0],[1],[1] ,abs17043
[1],[],[],[0],[1],[1] ,abs00070
[1],[4 5 6],[2],[0],[],[0] ,abs07915
[1],[6],[],[0],[],[0] ,abs11597
[0],[],[],[],[],[0] ,abs18092
[1],[6],[2],[0],[0],[1] ,abs17060
[1],[6],[2],[0],[],[0] ,abs08120
[1],[5 6],[],[0],[],[0] ,abs06128
0,[],[],[],1,1 ,abs16378
[1],[6],[],[0],[0],[0] ,abs18824
[1],[2],[2],[0],[1],[1] ,abs14067
[1],[1 2],[],[9],[1],[1] ,abs02205
[1],[4 5 6],[1],[0],[1],[1] ,abs15024
[1],[4 5 6],[],[0],[],[0] ,abs15059
[1],[4 5 6],[],[0],[1],[0] ,abs07177
[0],[],[],[],[1],[1] ,abs14279
[0],[],[],[],[1],[1] ,abs18294
[1],[5 6],[1],[0],[1],[1] ,abs07746
[1],[1],[],[34],[0],[0] ,abs09826
[1],[2],[2],[],[],[0] ,abs03665
[0],[],[],[],[0],[1] ,abs04175
[0],[],[],[],[0],[0] ,abs15120
1,4 6 7,1,0,1,1 ,abs07873
[1],[4 5 6],[],[0],[],[0] ,abs11046
[1],[5 6],[],[0],[],[0] ,abs16456
[1],[4 5 6],[2],[0],[],[0] ,abs16566
[1],[7],[1],[0],[],[0],abs08994
[0],[],[],[],[1],[1] ,abs03052
[1],[],[],[],[0],[0] ,abs05267
[1],[],[],[],[],[1] ,abs01128
[1],[5],[1],[0],[],[0] ,abs13351
[1],[],[],[],[1],[1] ,abs01487
[1],[4 5],[],[0],[],[0] ,abs07950
[1],[2],[2],[],[1],[1] ,abs02504
[1],[5],[],[0],[],[0] ,abs16308
[1],[2],[],[0],[1],[1] ,abs06996
[1],[2],[2],[],[1],[0] ,abs08422
[1],[4 5],[],[0],[],[0] ,abs14944
[1],[5 6],[],[0],[],[0] ,abs02731
abs00873
[0],[],[],[],[0],[1] ,abs00975
[1],[2],[],[],[],[0] ,abs08095
[1],[3],[],[0],[],[0] ,abs20437
[1],[6],[2],[0],[],[0] ,abs07696
[0],[],[],[],[],[0] ,abs15764
[1],[4 5 6],[1],[0],[],[0] ,abs13347
[1],[6],[],[0],[],[0] ,abs02429
[1],[5],[1],[0],[1],[0] ,abs05597
[1],[6],[2],[0],[1],[0] ,abs19200
[1],[6],[],[0],[1],[1] ,abs09635
[1],[],[],[],[],[0] ,abs15672
[1],[6],[],[0],[1],[1] ,abs00416
[0],[],[],[],[0],[1] ,abs17468
[1],[6],[2],[0],[],[0] ,abs19554
[1],[4 5],[],[],[],[0] ,abs01230
[0],[],[],[],[1],[1] ,abs10057
[1],[5],[],[0],[],[0] ,abs17343
[1],[2],[2],[],[1],[1] ,abs14092
[0],[],[],[],[1],[1] ,abs10195
[1],[2],[],[],[1],[1] ,abs20658
[1],[4],[],[],[1],[1] ,abs00979
[1],[3],[2],[0],[1],[1] ,abs17040
[1],[4 5 6],[],[0],[],[0] ,abs08064
[1],[1 3 5 6],[],[],[],[0] ,abs19375
[1],[5],[],[0],[],[0] ,abs19826
[1],[3],[],[0],[1],[1] ,abs20789
[1],[],[2],[0],[],[1] ,abs06559
[1],[6],[2],[0],[],[1] ,abs10714
[1],[5 6],[],[0],[],[0] ,abs18986
[1],[4 5 6],[],[0],[],[0] ,abs08861
[0],[],[],[],[0],[1] ,abs14394
[1],[],[],[],[],[1] ,abs14438
[0],[],[],[],[1],[1] ,abs03250
[0],[],[],[0],[1] ,abs05055
1,4 5 6,2,[],1,0 ,abs11181
[0],[],[],[],[],[0] ,abs15980
[0],[],[],[],[0],[1] ,abs15968
1,6,1,0,1,1 ,abs07960
[1],[6 7],[1],[0],[],[0] ,abs15651
[1],[2],[],[3],[0],[1] ,abs06942
[1],[4],[],[0],[1],[1] ,abs15736
[1],[5 6],[1],[0],[],[0] ,abs16919
[1],[1 2],[],[],[1],[1] ,abs07087
1,[],[],[0],1,1 ,abs04416
[1],[6],[2],[0],[],[0] ,abs05664
[0],[],[],[],[1],[1] ,abs02170
[1],[5],[],[0],[],[0] ,abs15084
[1],[2 3],[],[0],[],[0] ,abs02777
[0],[],[],[],[0],[1] ,abs03993
1,1 2,2,3,1,1 ,abs10403
[1],[6],[1],[0],[],[0] ,abs13410
[1],[6],[2],[0],[],[1] ,abs10308
[1],[5 6],[2],[0],[],[0] ,abs09190
[1],[6],[],[0],[1],[1] ,abs15430
[1],[2],[2],[0],[1],[1] ,abs17300
[1],[],[],[0],[0],[1] ,abs21773
[1],[7],[2],[0],[1],[1] ,abs03997
[1],[2],[],[],[1],[0] ,abs18668
[1],[2],[],[18],[1],[1] ,abs10115
[1],[2],[1],[],[],[0] ,abs08535
[1],[4 5 6],[],[0],[1],[1] ,abs06034
[0],[],[],[],[1],[1] ,abs03373
[1],[6],[2],[0],[],[0] ,abs11824
[0],[],[],[],[1],[1] ,abs16996
[0],[],[],[],[1],[1] ,abs10187
[1],[4 5 6],[],[0],[],[0] ,abs10904
[1],[5],[],[0],[],[0] ,abs12286
[1],[4],[],[0],[],[0] ,abs05728
[0],[],[],[],[1],[1] ,abs16962
[0],[],[],[],[],[0] ,abs18009
[1],[4 5 6 7],[],[0],[],[0] ,abs14999
[1],[6],[2],[0],[],[0] ,abs04667
[0],[],[],[],[0],[1] ,abs06788
[1],[5 6],[],[0],[],[0] ,abs08054
[0],[],[],[],[],[0] ,abs17954
[1],[4 5 6],[2],[0],[],[0] ,abs05971
[0],[],[],[],[],[0] ,abs21519
[1],[4 5 6],[],[0],[1],[1] ,abs12135
[1],[4 5],[2],[0],[],[0] ,abs18018
[1],[2],[],[],[1],[1] ,abs21115
[1],[3],[],[],[1],[0] ,abs18747
[1],[6],[],[0],[],[0] ,abs03675
[1],[4 5 6 7],[],[0],[],[0] ,abs07369
[1],[6],[2],[0],[],[0] ,abs13392
[1],[4 5 6],[],[0],[],[0] ,abs09846
[1],[6],[2],[0],[],[0] ,abs09796
[1],[6],[],[0],[],[0] ,abs05279
[1],[5 6],[],[0],[],[0] ,abs12642
[1],[4 5 6],[1],[0],[],[0] ,abs12758
[1],[],[],[],[0],[1] ,abs15567
[1],[4],[2],[0],[],[0] ,abs08108
[1],[4],[],[0],[],[0] ,abs13173
1,2,2,[],1,1 ,abs17619
[1],[4 5 6],[1],[0],[],[0] ,abs14877
[1],[],[],[0],[0],[1] ,abs22075
[1],[6],[],[0],[1],[1] ,abs01904
[1],[2],[],[0],[1],[1] ,abs20310
[0],[],[],[],[0],[1] ,abs03561
[1],[4 6],[2],[0],[],[0] ,abs11495
[1],[6],[2],[0],[],[0] ,abs04444
[0],[],[],[],[0],[1] ,abs04956
[1],[6],[2],[0],[],[0] ,abs04803
[1],[4 6],[],[0],[],[0] ,abs11113
[1],[6],[],[0],[1],[1] ,abs12854
[1],[0],[],[0],[],[0] ,abs05784
[0],[],[],[],[],[0] ,abs16880
[1],[4 5 6],[2],[23],[],[0] ,abs16650
[1],[5 6],[],[0],[],[0] ,abs09438
[0],[],[],[],[1],[1] ,abs04236
[1],[6],[],[0],[],[0] ,abs12436
[1],[6],[],[0],[1],[1],abs07090
[1],[],[],[0],[],[0] ,abs03275
[1],[2],[],[],[1],[1] ,abs04859
[1],[],[2],[],[1],[1] ,abs06631
[1],[2],[],[],[],[0] ,abs15377
[1],[],[],[],[0],[1] ,abs02682
[1],[2],[],[],[1],[1] ,abs20907
[1],[4 6],[2],[0],[1],[1] ,abs08927
[0],[],[],[],[0],[0] ,abs04425
[1],[1 2],[],[],[],[1] ,abs22243
[1],[6],[],[0],[1],[1] ,abs01522
[1],[6],[],[0],[],[1] ,abs04078
[1],[4 5 6],[],[0],[],[0] ,abs10743
[0],[],[],[],[1],[1] ,abs17433
[1],[6],[2],[0],[],[0] ,abs01030
[1],[6],[],[0],[],[0] ,abs15333
[1],[6],[],[0],[],[0] ,abs17915
[1],[4],[],[],[0],[1] ,abs15930
[1],[4 6],[2],[0],[],[1] ,abs13424
abs14519
[1],[4 5 6],[],[0],[],[0] ,abs08121
[1],[6],[2],[0],[],[0] ,abs11620
[1],[5],[1],[0],[],[0] ,abs14703
[1],[5],[],[0],[],[0] ,abs19100
[1],[3],[2],[0],[],[0] ,abs20663
[1],[],[],[0],[0],[1] ,abs04249
1,2,2,3,1,1 ,abs19002
[1],[2],[],[24],[1],[1] ,abs15176
[0],[],[],[],[1],[1] ,abs03894
[1],[2],[2],[0],[1],[1] ,abs19049
[1],[5],[],[0],[],[0] ,abs16115
[1],[6],[],[0],[],[0] ,abs13125
[1],[1 2],[],[],[1],[0] ,abs12232
[1],[4 5 6],[],[0],[],[0] ,abs05767
[1],[],[1],[],[1],[1] ,abs19680
[1],[2],[2],[],[1],[0] ,abs10068
[1],[4 5],[],[0],[1],[0] ,abs20833
[1],[6 7],[],[],[],[0] ,abs19953
1,2,1,[],1,1 ,abs06890
[0],[],[],[],[0],[0] ,abs02512
[1],[6],[2],[0],[],[0] ,abs14933
[1],[3],[],[0],[],[0] ,abs20852
[1],[1 2],[],[],[],[0] ,abs12542
1,4 5 6 7,2,0,1,1 ,abs09134
[1],[6],[],[0],[],[0] ,abs04987
[1],[6],[2],[0],[],[0] ,abs11245
[1],[4 5],[],[0],[],[0] ,abs09839
[1],[6],[1],[0],[1],[1] ,abs01156
[0],[],[],[],[0],[1] ,abs21914
[1],[6],[],[0],[1],[1] ,abs20608
[1],[5],[1],[0],[1],[0] ,abs12211
[1],[4 5],[2],[0],[],[0] ,abs17882
[1],[2],[],[],[1],[1] ,abs00544
[1],[2],[],[0],[1],[1] ,abs01910
[1],[4],[],[],[1],[0] ,abs18822
[1],[2],[],[0],[1],[1] ,abs01937
[1],[],[2],[0],[1],[1] ,abs10644
[1],[6],[],[0],[1],[1] ,abs03737
[1],[2],[],[24],[],[0] ,abs16527
[1],[],[],[0],[],[0] ,abs08230
[1],[4 5 6],[2],[0],[1],[1] ,abs08249
[1],[2],[],[14 15 26],[1],[1] ,abs19780
[1],[4 6],[2],[0],[],[0] ,abs09916
[1],[4 5 6],[],[0],[],[0] ,abs13799
[1],[2],[],[],[1],[1] ,abs00057
[1],[4 5],[],[0],[],[0] ,abs08517
[1],[4 5],[2],[0],[],[0] ,abs05806
[1],[2],[],[],[],[0] ,abs14791
[0],[],[],[],[],[0] ,abs12426
[1],[4 5 6],[2],[0],[],[1] ,abs09888
[1],[4 5 6],[],[0],[],[0] ,abs10946
[1],[],[],[],[],[1] ,abs14081
[1],[1 2],[],[],[1],[0] ,abs04142
[1],[],[],[],[0],[1] ,abs22098
[1],[3],[],[0],[1],[1] ,abs02262
[1],[3],[],[0],[1],[1] ,abs20871
[1],[],[2],[0],[1],[1] ,abs06560
[1],[4 5],[2],[0],[],[0] ,abs17876
[1],[6],[],[0],[1],[0] ,abs14761
[1],[4 5 6],[2],[0],[1],[1] ,abs08062
[1],[6],[],[0],[1],[1] ,abs20261
[0],[],[],[],[1],[1] ,abs17488
[1],[3],[],[0],[1],[1] ,abs04557
[1],[6],[],[0],[1],[1] ,abs01955
[1],[6],[],[0],[],[0] ,abs16070
[1],[6],[2],[0],[],[0] ,abs10802
[1],[4 6],[2],[0],[],[0] ,abs14893
[0],[],[],[],[],[0] ,abs12255
[1],[4 5 6],[1],[0],[],[0] ,abs14860
abs06416
[1],[4 5 6],[],[0],[],[0] ,abs19324
1,3,1,0,1,1 ,abs06431
[1],[2],[],[],[0],[1] ,abs14686
[0],[],[],[],[1],[1] ,abs17170
[0],[],[],[],[1],[1] ,abs07053
[1],[6 7],[],[0],[1],[1] ,abs02033
[1],[5 6],[],[0],[1],[0] ,abs01431
[1],[3],[],[0],[1],[1] ,abs02262
[1],[5 6],[],[0],[],[0] ,abs10751
[1],[],[],[0],[1],[1] ,abs10539
[0],[],[],[],[1],[1] ,abs01876
[0],[],[],[],[1],[1] ,abs18259
[1],[1 2],[],[14 26],[],[0] ,abs11585
[1],[],[0],[0],[0],[1] ,abs22254
[0],[],[],[],[0],[1] ,abs00763
[1],[5],[1],[0],[],[0] ,abs17786
[1],[0],[0],[0],[0],[1] ,abs01951
[1],[],[],[],[1],[1] ,abs14442
[1],[4 5],[1],[0],[],[0],abs08409
[1],[],[2],[],[],[1] ,abs06648
[0],[],[],[],[0],[1] ,abs01456
[0],[],[],[],[0],[1] ,abs02451
[1],[2],[2],[0],[1],[1] ,abs18388
[1],[],[],[],[1],[1] ,abs18607
[1],[2],[],[],[],[0] ,abs18776
[1],[2],[],[21],[1],[1] ,abs00087
[1],[1 2],[1],[],[1],[1] ,abs20403
[1],[4 7],[],[0],[],[0] ,abs11367
[0],[],[],[],[1],[1] ,abs17690
[1],[2],[],[],[1],[1] ,abs17542
[1],[],[2],[],[0],[1] ,abs03959
[1],[5],[],[0],[],[0] ,abs12479
[1],[],[],[0],[0],[1] ,abs19263
[1],[],[],[],[0],[0] ,abs09666
[1],[4],[],[0],[],[0] ,abs00465
[1],[5],[],[0],[],[0] ,abs04470
[1],[],[],[],[1],[1] ,abs17654
[1],[4 5 6],[],[0],[],[0] ,abs05331
[0],[],[],[],[0],[1] ,abs03925
[1],[4 5 6],[1],[0],[1],[0] ,abs17576
[1],[4 5 6],[],[0],[1],[1] ,abs05707
[1],[6],[2],[0],[],[0] ,abs02726
1,3,1,0,1,1 ,abs13772
[1],[4 5 6],[],[0],[],[0] ,abs17862
0,[],[],[],1,1 ,abs06759
[1],[3],[],[0],[1],[1] ,abs03560
[1],[4 5 6],[],[0],[1],[1] ,abs02043
[0],[],[],[],[0],[1] ,abs06570
[1],[2],[],[0],[1],[1] ,abs22169
[1],[4 5 6],[],[0],[],[0] ,abs12772
[1],[5],[1],[0],[1],[0] ,abs14931
[1],[],[2],[0],[1],[1] ,abs18549
[0],[],[],[],[0],[0] ,abs05094
[1],[4],[],[0],[],[0] ,abs18115
[1],[6],[1],[0],[],[0] ,abs07786
[1],[1 2],[2],[],[1],[1] ,abs22261
[1],[6],[],[0],[],[0] ,abs21259
[1],[4 5 6],[],[0],[],[0] ,abs09564
[1],[2],[],[],[1],[0] ,abs19666
[1],[4 5 6],[],[0],[],[0] ,abs12258
1,1 2,2,7,1,1 ,abs03799
[1],[6],[2],[],[1],[1] ,abs00399
[0],[],[],[],[],[0] ,abs00329
[1],[4],[],[0],[0],[1] ,abs14951
[1],[4 5 6],[1],[0],[],[0] ,abs07896
[1],[],[],[],[1],[0] ,abs04737
[1],[2],[],[],[1],[1] ,abs04004
[1],[5],[],[0],[],[0] ,abs05872
[1],[3],[],[],[],[0] ,abs04394
[1],[5 6],[2],[0],[1],[0] ,abs05356
[1],[5],[1],[0],[1],[0] ,abs16493
[1],[],[2],[],[1],[1] ,abs06736
[0],[],[],[],[],[0] ,abs01190
[1],[4 6],[2],[0],[1],[1] ,abs09754
[0],[],[],[],[1],[1] ,abs03325
1,3,1,0,1,1 ,abs15036
[1],[],[2],[0],[],[1] ,abs10446
1,6,1,0,1,1 ,abs19638
[1],[2],[2],[],[1],[1] ,abs22060
[1],[],[],[],[0],[1] ,abs19527
[1],[1 2],[2],[7],[1],[1] ,abs01132
[1],[1 2],[],[22],[1],[1] ,abs20474
[1],[],[2],[0],[1],[1] ,abs06484
[1],[3],[],[0],[1],[0] ,abs11208
[1],[4 5],[],[0],[],[0] ,abs15464
[1],[1 2],[],[22],[],[0] ,abs19873
[1],[3],[],[0],[1],[1] ,abs06276
[1],[3 6],[],[0],[],[0] ,abs14870
[1],[4 5 6],[],[0],[],[0] ,abs15808
[0],[],[],[],[0],[0] ,abs02080
[1],[4 5 6],[2],[0],[],[0],abs17872
[1],[2],[],[],[],[0] ,abs16474
[1],[2],[],[],[1],[1] ,abs03795
[1],[4 5 6],[2],[0],[],[0] ,abs14728
[1],[2],[],[],[1],[1] ,abs21685
[0],[],[],[],[0],[1] ,abs01374
1,4 5 6,[],[],1,1 ,abs11541
1,1 2 3 4 5 6,1,7,1,1 ,abs21639
[1],[4],[],[0],[1],[0] ,abs14754
[1],[0],[],[0],[1],[1] ,abs20550
1,[],2,[],1,1 ,abs20359
[1],[5],[2],[0],[1],[1] ,abs06264
[0],[],[],[],[1],[1] ,abs02555
[1],[5],[1],[0],[1],[0] ,abs01678
[1],[4],[],[],[0],[1] ,abs18154
[1],[5],[1],[0],[],[0],abs09202
[1],[2],[],[],[0],[1] ,abs18467
[1],[4 5 6],[],[0],[1],[1] ,abs19321
[0],[],[],[],[0],[1] ,abs05214
[1],[5 6],[],[],[],[0] ,abs11327
[1],[],[2],[0],[1],[1] ,abs17623
[0],[],[],[],[],[0] ,abs06115
[1],[],[],[0],[1],[1] ,abs21975
[1],[],[],[],[1],[1] ,abs10105
[1],[6],[],[0],[],[0] ,abs16166
[1],[1 2],[2],[7 22],[],[1] ,abs16290
[1],[2],[],[],[1],[0] ,abs00361
[1],[5],[],[0],[],[0] ,abs07298
[0],[],[],[],[0],[1] ,abs04801
[1],[2],[],[0],[1],[1] ,abs00126
[1],[1],[2],[],[1],[1] ,abs21611
[1],[5 6],[],[],[],[0] ,abs12611
[1],[],[],[],[1],[1] ,abs10367
1,3 6,2,0,1,1 ,abs20225
[1],[4 5 6],[1],[0],[1],[1] ,abs08908
[0],[],[],[],[1],[1] ,abs03664
[1],[4 5],[],[],[],[0] ,abs09341
[1],[4 5 6],[],[0],[],[0] ,abs08700
[1],[4],[],[18],[1],[1] ,abs12110
[1],[4 5 6],[],[0],[0],[1] ,abs11294
[0],[],[],[],[1],[1] ,abs00705
abs15476
[1],[2],[],[],[0],[0] ,abs12035
1,5 6,1,0,[],0 ,abs09724
[1],[7],[],[0],[],[0] ,abs15951
[1],[5 6],[2],[0],[],[0] ,abs18075
[1],[6],[],[],[1],[1] ,abs05341
[1],[1 2],[],[22],[1],[1] ,abs21080
[0],[],[],[],[0],[1] ,abs10363
[1],[1 3 6],[],[],[],[0] ,abs08964
[0],[],[],[],[0],[0] ,abs04436
1,5 6,2,0,1,1 ,abs09465
[1],[2],[],[12],[1],[1] ,abs02490
[1],[2],[],[24],[1],[0] ,abs04624
[1],[4 5],[1],[0],[],[0] ,abs07942
[1],[],[],[],[1],[1] ,abs17529
[0],[],[],[],[],[0] ,abs11235
[0],[],[],[],[0],[0] ,abs04618
[1],[6],[],[0],[],[0] ,abs09175
[1],[],[2],[],[],[1] ,abs10408
[1],[0],[],[0],[1],[1] ,abs00177
[1],[2],[2],[0],[1],[1] ,abs14340
[1],[4 5],[],[0],[],[0] ,abs21311
[1],[4 5 6],[2],[],[],[0] ,abs09684
[0],[],[],[],[0],[0] ,abs13418
[1],[3],[2],[0],[],[0] ,abs19253
[1],[4 5 6],[],[0],[],[0] ,abs13375
[1],[6],[2],[0],[],[0] ,abs07353
[1],[4 5],[],[0],[],[0] ,abs08341
[0],[],[],[],[1],[1] ,abs17730
[1],[1 2],[],[],[1],[1] ,abs06521
[1],[6],[1],[0],[1],[1] ,abs13552
[1],[6],[],[0],[1],[1] ,abs06764
[1],[2],[2],[0],[0],[1] ,abs07030
[1],[6],[2],[0],[],[0] ,abs08753
[1],[2],[],[],[1],[1] ,abs03224
[0],[],[],[],[1],[1] ,abs06824
[1],[],[],[0],[1],[1] ,abs20967
[0],[],[],[],[0],[1] ,abs17086
[1],[5 6],[],[],[],[0] ,abs08116
[1],[6],[],[0],[1],[1] ,abs19490
[1],[4 6],[2],[0],[1],[1] ,abs09253
[1],[4 5 6],[2],[0],[],[0] ,abs09553
[0],[],[],[],[1],[1] ,abs17038
[1],[1 2],[],[26],[1],[0] ,abs04098
[0],[],[],[],[],[0] ,abs13516
[1],[2],[],[0],[1],[1] ,abs10116
[1],[4 5 6],[],[0],[],[0] ,abs12511
[1],[5],[],[0],[],[0] ,abs05571
[1],[6],[],[0],[],[0] ,abs01989
[1],[5],[],[0],[],[0] ,abs07684
[0],[],[],[],[0],[1] ,abs18426
[5 6],[],[0],[],[0] ,abs19252
[0],[],[],[],[],[0] ,abs13237
[1],[],[],[],[],[1] ,abs21658
[0],[],[],[],[1],[1] ,abs10128
[1],[4 5],[],[0],[],[0] ,abs07127
[1],[],[],[],[1],[1] ,abs10258
[1],[4 6],[],[0],[],[0] ,abs09878
[1],[4 5 6],[],[0],[],[0] ,abs07264
[1],[6],[2],[0],[],[1] ,abs12498
[1],[6],[],[0],[],[0] ,abs07598
1,3,2,[],1,1 ,abs01952
[1],[6],[2],[0],[],[0] ,abs09005
[1],[2 3],[],[],[1],[1] ,abs03173
[1],[2],[2],[17],[1],[1] ,abs00201
