Q1,Q2,Q3,Q4,Q5,Q6,id
[1],[],[2],[0],[],[1] ,abs09935
[1],[4 5 6],[2],[0],[],[0] ,abs08367
[1],[4 6],[2],[0],[],[0] ,abs15117
[0],[],[],[],[],[0] ,abs15120
[1],[5],[],[0],[],[0] ,abs17547
[0],[],[],[],[1],[1] ,abs17092
[1],[6],[1],[0],[1],[1] ,abs21542
[1],[4 6],[2],[0],[],[0] ,abs13184
[1],[6],[2],[0],[],[0] ,abs04751
[1],[],[1],[],[],[1] ,abs21705
[1],[5 6],[],[0],[],[0] ,abs12781
[0],[],[],[],[],[1] ,abs17006
[1],[],[1],[],[],[1] ,abs13786
[1],[2],[],[0],[],[1] ,abs05256
[1],[3],[],[0],[],[0] ,abs18705
[1],[6],[],[0],[],[0] ,abs21930
[1],[4 5 6],[1],[0],[1],[0] ,abs05315
[0],[],[],[],[],[0] ,abs08095
[1],[5 6],[1],[0],[],[0] ,abs20218
[1],[1 2],[],[10],[],[1] ,abs21972
[1],[1 2],[],[22],[],[1] ,abs02799
[1],[3],[],[0],[],[0] ,abs04394
[1],[3 5 6],[],[0],[1],[1] ,abs20397
[1],[3 6],[],[0],[],[0] ,abs12535
[1],[5],[],[0],[],[0] ,abs04462
[1],[5 6],[2],[0],[],[0] ,abs15957
[1],[2],[],[],[],[1] ,abs00705
[1],[],[1],[0],[],[1] ,abs20550
[1],[5],[2],[0],[],[1] ,abs14816
[1],[2 3],[],[15 16],[1],[0] ,abs19239
[1],[],[],[0],[],[1] ,abs10417
[1],[6],[2],[0],[],[0] ,abs05962
[1],[2],[],[],[],[0] ,abs03427
[0],[],[],[],[],[0] ,abs05060
[0],[],[],[],[],[0] ,abs12777
[0],[],[],[],[0],[1] ,abs12998
[1],[6],[],[0],[],[0] ,abs09650
[1],[6],[],[0],[],[1] ,abs03812
[1],[5],[1],[0],[],[0] ,abs09458
[1],[4],[],[0],[],[1] ,abs08213
[1],[5 6],[],[0],[],[0] ,abs09775
[1],[4 5 6],[2],[0],[],[0] ,abs06084
[1],[6 7],[],[0],[],[0] ,abs01735
[1],[5 6],[2],[0],[],[0] ,abs20084
[1],[3],[],[0],[],[0] ,abs04656
[1],[6],[],[0],[],[0] ,abs14859
[1],[4 5 6 7],[],[0],[],[0] ,abs11074
[1],[3],[],[0],[1],[1] ,abs04851
[1],[3 6],[2],[0],[1],[0] ,abs18228
[1],[4 5],[1],[0],[],[0] ,abs07236
[1],[3],[],[0],[],[0] ,abs15725
[1],[7],[],[0],[],[1] ,abs20543
[0],[],[],[],[],[1] ,abs13954
[1],[5],[],[0],[],[0] ,abs21641
[0],[],[],[],[],[1] ,abs04813
[1],[3],[],[0],[1],[1] ,abs20739
[1],[6],[2],[0],[],[0] ,abs05805
[0],[],[],[],[],[1] ,abs03373
[1],[7],[],[0],[],[0] ,abs15045
[1],[],[],[0],[],[1] ,abs10043
[1],[4 5],[],[0],[],[0] ,abs05494
[1],[4 5],[2],[0],[],[0] ,abs16650
[1],[3],[2],[0],[1],[1] ,abs19743
[1],[],[2],[],[],[1] ,abs06967
[1],[4],[2],[],[],[0] ,abs17852
[1],[3],[],[0],[1],[0] ,abs13553
[1],[2 3 6 7],[],[0],[],[1] ,abs13681
[0],[],[],[],[],[0] ,abs02512
[1],[],[2],[],[1],[1] ,abs17041
[1],[3],[],[],[],[0] ,abs20845
[1],[6],[2],[0],[],[0] ,abs15266
[1],[4 5 6],[2],[0],[],[0] ,abs17910
[0],[],[],[],[],[1] ,abs14316
[1],[2 3],[],[],[],[1] ,abs01120
[1],[2],[],[],[],[0] ,abs17716
[0],[],[],[],[],[0] ,abs16317
[1],[5 6],[1],[0],[],[0] ,abs05338
[1],[4 5],[],[0],[],[0] ,abs08420
[0],[],[],[],[],[1] ,abs06613
[1],[],[],[],[],[1] ,abs03377
[1],[],[2],[],[],[1] ,abs09102
[0],[],[],[],[],[0] ,abs03342
[1],[4 5],[],[0],[],[1] ,abs21297
[1],[5],[1],[0],[],[1] ,abs11704
[1],[4 5 6],[1],[0],[],[0] ,abs21222
[1],[4 5 6],[],[],[],[0] ,abs07438
[1],[4 5 6],[1],[0],[],[0] ,abs09008
[1],[4 5],[1],[0],[1],[0] ,abs05481
[1],[6],[],[0],[],[0] ,abs03592
[0],[],[],[],[],[0] ,abs08541
[1],[1 2],[],[14 22],[1],[0] ,abs16024
[1],[3 6],[],[0],[],[0] ,abs20818
[1],[4 5 6],[2],[0],[],[0] ,abs12140
[1],[4 7],[],[0],[],[0] ,abs15799
[0],[],[],[],[],[1] ,abs02150
[1],[],[2],[],[],[1] ,abs01821
[1],[4 5],[],[0],[],[0] ,abs07327
[1],[6],[],[0],[],[1] ,abs03577
[1],[6],[],[0],[],[1] ,abs01739
[0],[],[],[],[],[1] ,abs04587
[1],[1 2],[],[],[1],[1] ,abs06668
[1],[],[],[0],[],[1] ,abs18546
[1],[5],[1],[0],[],[0] ,abs16063
[1],[3],[],[0],[],[0] ,abs19695
[1],[3 6],[],[],[1],[1] ,abs18471
[1],[4 5 6],[],[],[1],[1] ,abs10531
[1],[4 5],[1],[0],[],[1] ,abs15596
[0],[],[],[],[],[1] ,abs18259
[1],[],[2],[0],[],[1] ,abs06909
[1],[4 5 6],[2],[0],[],[1] ,abs09754
[1],[],[],[],[1],[1] ,abs17144
[1],[5 6],[1],[],[1],[0] ,abs20347
[1],[5],[1],[0],[],[0] ,abs02597
[1],[2],[],[],[],[0] ,abs04837
[1],[6],[],[0],[],[0] ,abs04515
[1],[5],[],[0],[],[0] ,abs10050
[0],[],[],[],[],[1] ,abs20527
[1],[4 5],[],[],[],[0] ,abs09341
[1],[5],[1],[0],[],[0] ,abs05699
[1],[2],[],[],[],[1] ,abs01360
[1],[4],[1],[0],[],[1] ,abs12011
[0],[],[],[],[],[1] ,abs14029
[1],[4],[2],[0],[],[0] ,abs21436
[1],[5],[],[0],[],[0] ,abs04435
[1],[2],[],[0],[],[1] ,abs04375
[1],[5 6],[2],[0],[],[0] ,abs12149
[1],[6],[2],[0],[],[0] ,abs19758
[0],[],[],[],[],[1] ,abs18187
[0],[],[],[],[],[1] ,abs10430
[1],[2 6],[1],[],[],[0] ,abs03495
[1],[4],[],[0],[],[0] ,abs19806
[1],[6],[],[0],[],[1] ,abs01220
[1],[3 6],[],[0],[],[1] ,abs02560
[1],[4 5],[],[0],[],[1] ,abs21087
[1],[6],[1],[0],[],[0] ,abs20711
[1],[4 5],[],[],[],[1] ,abs18106
[1],[0],[],[0],[],[0] ,abs15635
[1],[2],[],[0],[],[1] ,abs01339
[0],[],[],[],[1],[1] ,abs14219
[1],[2],[],[0],[],[1] ,abs13796
[1],[5],[],[0],[],[0] ,abs11768
[1],[],[],[0],[],[1] ,abs10539
[1],[1 2],[],[],[],[1] ,abs10029
[1],[4 5 6],[1],[0],[],[0] ,abs15835
[1],[],[2],[],[],[0] ,abs16876
[0],[],[],[],[],[1] ,abs18374
[0],[],[],[],[],[1] ,abs07064
[1],[2 3],[2],[],[1],[1] ,abs00201
[1],[4 6],[],[0],[],[1] ,abs12233
[1],[6],[],[0],[],[0] ,abs02546
[1],[4 5],[],[0],[],[0] ,abs06190
[1],[4 5],[2],[0],[],[0] ,abs13173
[1],[4 5],[2],[],[1],[0] ,abs11181
[1],[6],[],[0],[],[1] ,abs13918
[1],[6],[],[0],[1],[1] ,abs19792
[1],[6],[],[0],[],[1] ,abs00022
[1],[2],[],[],[],[1] ,abs00544
[0],[],[],[],[],[0] ,abs16808
[0],[],[],[],[],[0] ,abs14625
[1],[6],[2],[0],[],[1] ,abs19810
[0],[],[],[],[],[1] ,abs14097
[0],[],[],[],[],[1] ,abs10532
[1],[3],[1],[0],[],[1] ,abs19228
[1],[2],[],[3],[],[1] ,abs10048
[1],[4 5 6],[2],[0],[],[0] ,abs11909
[1],[3 5],[],[0],[],[0] ,abs01386
[1],[2],[],[],[],[1] ,abs18171
[1],[5 6],[],[0],[],[1] ,abs05533
[1],[2],[],[],[],[1] ,abs05201
[1],[6],[],[0],[],[1] ,abs19624
[1],[6],[],[0],[],[0] ,abs21381
[1],[4 5 6 7],[],[0],[],[1] ,abs08131
[1],[5],[1],[0],[],[0] ,abs16757
[1],[6],[2],[0],[],[0] ,abs15769
[1],[3],[2],[0],[],[1] ,abs10707
[1],[3],[],[0],[1],[1] ,abs03148
[1],[],[],[0],[],[1] ,abs10168
[0],[],[],[],[],[1] ,abs00801
[1],[4 5],[2],[0],[],[0] ,abs14993
[1],[1 2],[],[22],[1],[0] ,abs13438
[1],[6],[],[0],[],[0] ,abs21982
[1],[1 2],[],[],[],[0] ,abs15328
[1],[3],[],[],[],[1] ,abs13594
[1],[],[],[0],[],[1] ,abs10140
[1],[5],[1],[0],[],[0] ,abs16645
[1],[6],[],[0],[],[0] ,abs11629
[1],[],[],[0],[],[1] ,abs14310
[0],[],[],[],[],[1] ,abs18568
[1],[5],[2],[0],[],[0] ,abs02920
[1],[4 5],[],[0],[],[0] ,abs08851
[1],[],[],[0],[],[0] ,abs00112
[1],[],[2],[0],[],[0] ,abs08149
[1],[2],[],[],[1],[1] ,abs13724
[1],[6],[2],[],[],[0] ,abs01372
[1],[6],[2],[0],[],[1] ,abs22215
[1],[4 5],[1],[],[],[1] ,abs04226
[1],[4 5],[],[0],[1],[0] ,abs07215
[1],[5 6],[],[0],[],[0] ,abs12797
[1],[2],[2],[],[],[0] ,abs15377
[1],[5 6],[],[0],[],[0] ,abs08299
[1],[1 2],[2],[],[],[0] ,abs00911
[1],[1 2],[2],[22],[],[0] ,abs03151
[1],[5],[],[0],[],[0] ,abs15983
[1],[6],[2],[0],[],[0] ,abs02577
[0],[],[],[],[],[0] ,abs14680
[1],[5],[],[0],[],[0] ,abs05608
[1],[],[],[0],[],[1] ,abs06833
[1],[5 6],[1],[0],[1],[1] ,abs07895
[1],[5],[],[0],[],[0] ,abs16312
[1],[2],[],[0],[],[1] ,abs18207
[1],[3],[2],[0],[],[0] ,abs01924
[1],[6],[2],[0],[],[0] ,abs02317
[1],[6],[2],[0],[],[0] ,abs09440
[1],[4 5],[],[0],[],[0] ,abs05848
[1],[2],[],[],[],[1] ,abs06868
[1],[4 5 6],[],[0],[],[1] ,abs09860
[1],[6 7],[2],[],[],[0] ,abs00862
[1],[6],[],[0],[],[1] ,abs09912
[1],[6],[2],[0],[],[0] ,abs12749
[1],[7],[2],[0],[],[0] ,abs15376
[1],[4 5],[2],[0],[],[0] ,abs11894
[1],[],[],[0],[],[1] ,abs17148
[1],[5],[],[],[],[1] ,abs03959
[1],[5],[],[0],[],[0] ,abs12133
[1],[6],[],[0],[],[0] ,abs01869
[0],[],[],[],[],[0] ,abs05038
[1],[5 6],[],[0],[],[0] ,abs06125
[0],[],[],[],[],[1] ,abs06889
[1],[4 5 6],[],[0],[],[0] ,abs09034
[1],[4 6],[],[0],[],[1] ,abs09794
[1],[3],[],[],[],[1] ,abs10682
[1],[2],[],[0],[],[1] ,abs03565
[1],[],[2],[0],[],[1] ,abs13641
[1],[5 6],[1],[0],[],[0] ,abs09485
[1],[4 5],[],[0],[],[0] ,abs20833
[1],[6],[2],[],[],[1] ,abs02557
[1],[2],[],[],[],[1] ,abs06703
[1],[],[],[0],[],[1] ,abs21975
[1],[6],[],[0],[],[0] ,abs04309
[1],[4 5],[1],[0],[],[0] ,abs05303
[1],[2],[],[16],[],[1] ,abs12917
[0],[],[],[],[],[1] ,abs00115
[1],[6],[],[0],[],[0] ,abs03375
[1],[4],[2],[],[1],[1] ,abs08974
[1],[6],[],[],[],[0] ,abs04317
[1],[6],[],[0],[],[1] ,abs04862
[1],[6],[2],[0],[],[0] ,abs11092
[1],[3],[1],[],[1],[0] ,abs01265
[1],[1 2],[],[],[],[1] ,abs07045
[1],[5 6],[1],[0],[1],[1] ,abs02214
[1],[6],[2],[0],[],[0] ,abs02880
[1],[4 5],[1],[0],[],[0] ,abs15796
[1],[2],[],[],[],[0] ,abs00781
[1],[2],[],[],[1],[0] ,abs17898
[1],[4 5 6],[1],[],[],[1] ,abs02302
[1],[],[2],[],[],[1] ,abs13529
[1],[4 5 6],[2],[0],[],[1] ,abs08274
[1],[1 2 3 6],[],[],[],[1] ,abs18916
[1],[6],[2],[0],[],[0] ,abs03755
[0],[],[],[],[],[0] ,abs15764
[1],[4 6],[],[0],[],[1] ,abs12965
[1],[5 6],[],[0],[],[0] ,abs09686
[1],[4 5],[1],[0],[],[0] ,abs16920
[1],[3],[],[0],[1],[1] ,abs19686
[0],[],[],[],[],[1] ,abs03604
[1],[],[],[],[],[1] ,abs01842
[1],[1 2 6],[],[34],[],[0] ,abs01401
[0],[],[],[],[],[0] ,abs15690
[1],[2],[],[],[],[1] ,abs03421
[1],[6],[2],[0],[],[0] ,abs16196
[1],[5 6],[2],[0],[],[0] ,abs12779
[0],[],[],[],[],[0] ,abs12426
[1],[4 6],[2],[26],[],[1] ,abs09061
[1],[4 5],[],[0],[],[0] ,abs05683
[1],[4 5],[],[0],[],[0] ,abs17980
[1],[4 5 6 7],[1],[0],[],[1] ,abs16945
[1],[3 7],[],[0],[],[0] ,abs18836
[1],[6],[],[0],[],[0] ,abs17380
[1],[6],[],[],[],[1] ,abs04817
[1],[4 5 6],[],[0],[1],[0] ,abs09833
[1],[3],[1],[0],[],[1] ,abs21545
[1],[],[],[],[],[1] ,abs13988
[0],[],[],[],[],[1] ,abs00763
[1],[3],[],[0],[],[0] ,abs10334
[1],[2],[],[24],[],[0] ,abs16842
[1],[3 6],[],[0],[],[0] ,abs03278
[1],[4 5],[],[0],[],[0] ,abs07985
[1],[2],[],[0],[],[1] ,abs17341
[1],[],[2],[],[],[1] ,abs21520
[1],[4 5],[1],[0],[],[0] ,abs07315
[1],[3],[],[0],[],[1] ,abs03866
[1],[4],[],[],[],[1] ,abs16461
[1],[2],[],[],[1],[1] ,abs10551
[1],[4 5],[],[0],[],[0] ,abs12778
[1],[6],[],[],[],[1] ,abs02105
[1],[3],[],[0],[],[0] ,abs21216
[0],[],[],[],[],[0] ,abs12255
[1],[2],[],[0],[],[1] ,abs20021
[1],[2 3 5 6],[],[],[],[0] ,abs22016
[1],[7],[2],[0],[],[1] ,abs02720
[1],[6],[],[0],[],[1] ,abs11002
[1],[],[],[0],[],[1] ,abs21680
[1],[6],[2],[0],[],[1] ,abs03059
[1],[5 6],[],[0],[],[0] ,abs11945
[1],[6],[],[],[1],[1] ,abs00078
[1],[4 5],[1],[0],[],[0] ,abs12100
[0],[],[],[],[],[1] ,abs03821
[1],[6],[],[0],[],[0] ,abs02266
[1],[1 2],[],[],[],[0] ,abs00428
[1],[5 6],[1],[0],[],[0] ,abs16825
[1],[6 7],[1],[0],[],[0] ,abs18766
[1],[5 6],[],[],[],[0] ,abs21162
[1],[3],[2],[0],[1],[1] ,abs19957
[1],[6],[2],[0],[],[0] ,abs09128
[1],[4],[],[],[],[1] ,abs19527
[1],[4 5 6],[],[0],[],[0] ,abs11866
[1],[4 5],[],[0],[],[1] ,abs12664
[0],[],[],[],[],[1] ,abs04816
[1],[4 5 6],[],[0],[1],[1] ,abs05418
[1],[4 5 6],[],[],[],[1] ,abs12975
[1],[1 2],[],[9 15],[],[1] ,abs10011
[1],[5],[1],[0],[],[0] ,abs03315
[1],[2],[],[],[],[0] ,abs05270
[1],[6],[2],[0],[],[0] ,abs16083
[0],[],[],[],[1],[1] ,abs02894
[1],[2],[],[],[],[1] ,abs19780
[1],[2],[],[25],[],[1] ,abs05206
[1],[5 6],[2],[0],[],[0] ,abs07759
[1],[4 5],[1],[0],[],[0] ,abs08441
[1],[5],[1],[0],[1],[0] ,abs18085
[1],[],[],[0],[],[1] ,abs22075
[1],[6],[],[0],[],[0] ,abs04671
[1],[5 6],[],[0],[],[0] ,abs19697
[1],[4 5],[],[0],[],[1] ,abs07685
[1],[5 6],[],[0],[],[0] ,abs16278
[1],[],[2],[0],[],[1] ,abs17729
[1],[3 7],[],[],[],[1] ,abs19114
[1],[2],[],[],[],[1] ,abs10175
[0],[],[],[],[],[1] ,abs14168
[1],[4 5],[],[0],[1],[0] ,abs14178
[1],[],[2],[0],[],[1] ,abs17034
[0],[],[],[],[],[1] ,abs03331
[1],[],[],[0],[],[0] ,abs06917
[1],[5 6],[],[0],[],[0] ,abs08714
[1],[5 6],[],[0],[],[0] ,abs09005
[1],[3 6],[],[],[],[0] ,abs21923
[0],[],[],[],[],[0] ,abs14942
[1],[],[],[0],[],[1] ,abs13825
[1],[5 6],[],[0],[],[0] ,abs12079
[1],[4 5 6],[],[0],[],[0] ,abs21110
[1],[6],[],[0],[],[0] ,abs04932
[1],[2],[],[],[],[1] ,abs02655
[1],[1 2],[],[],[],[0] ,abs04924
[1],[7],[],[0],[1],[1] ,abs18664
[1],[2],[],[],[],[1] ,abs06937
[1],[3],[],[0],[],[0] ,abs04620
[1],[3 5],[],[0],[],[0] ,abs17343
[1],[4 5 6],[],[0],[],[0] ,abs09529
[1],[4 5],[],[0],[],[1] ,abs15710
[1],[4 6],[],[0],[],[0] ,abs09878
[1],[3],[],[0],[1],[1] ,abs19013
[1],[4 5],[1],[0],[],[0] ,abs16335
[1],[5 6],[],[0],[],[0] ,abs12436
[1],[5],[1],[0],[],[0] ,abs10745
[0],[],[],[],[],[1] ,abs02888
[1],[2],[],[22],[],[1] ,abs06820
[1],[4 6],[],[0],[],[0] ,abs09106
[1],[],[2],[0],[],[1] ,abs21957
[1],[2],[2],[0],[],[1] ,abs07030
[1],[3 6],[],[0],[],[0] ,abs09521
[1],[5 6],[2],[0],[1],[1] ,abs11515
[1],[],[2],[0],[],[0] ,abs01030
[1],[5],[],[0],[],[0] ,abs13549
[1],[5],[],[0],[],[0] ,abs16026
[1],[2],[2],[],[],[1] ,abs22201
[1],[5],[],[0],[],[1] ,abs14246
[1],[4 5 6],[],[0],[],[0] ,abs09350
[1],[4 5 6],[2],[0],[],[1] ,abs09134
[1],[6],[],[0],[],[1] ,abs00001
[1],[4 5 6],[],[0],[],[0] ,abs18137
[1],[5 6],[],[0],[],[0] ,abs05875
[1],[5],[],[0],[],[0] ,abs05294
[1],[6],[2],[0],[],[0] ,abs04594
[1],[6],[2],[0],[],[0] ,abs05714
[1],[3],[],[0],[1],[0] ,abs18935
[1],[3 6],[1],[],[],[0] ,abs19842
[1],[4 5 6],[2],[0],[],[0] ,abs07422
[0],[],[],[],[],[0] ,abs16906
[1],[6],[],[0],[],[1] ,abs19432
[1],[0],[],[0],[],[1] ,abs10281
[1],[4],[],[],[],[1] ,abs14706
[1],[6],[],[0],[],[0] ,abs05071
[1],[4],[],[],[],[0] ,abs17841
[1],[6],[1],[],[],[0] ,abs00268
[1],[5],[1],[0],[1],[0] ,abs19207
[1],[6],[2],[0],[],[0] ,abs16291
[1],[],[2],[0],[],[1] ,abs13771
[1],[4 5 6],[],[],[],[0] ,abs09684
[1],[4 5],[],[0],[],[0] ,abs11501
[1],[4 6 7],[2],[0],[],[1] ,abs11457
[1],[0],[],[],[],[1] ,abs02855
[1],[3],[],[0],[1],[1] ,abs19716
[1],[4 5 6],[],[0],[],[0] ,abs15422
