Q1,Q2,Q3,Q4,Q5,Q6,id
1,4 5 6 7,2,0,,1,abs00288
1,3,,0,,0,abs00289
1,5,,0,,0,abs00290
1,6,2,0,,0,abs00291
1,5,,0,1,1,abs00292
1,1 2,2,26,1,1,abs00293
1,7,,0,,0,abs00294
0,,,26,,1,abs00295
1,3,,0,,0,abs00296
1,5 6,2,0,,0,abs00297
1,3,,0,1,1,abs00298
1,,2,0,,1,abs00299
1,2,2,11,,1,abs00300
1,5 6,2,0,,0,abs00301
1,3,,0,1,1,abs00302
1,3,,0,1,1,abs00303
1,5,,0,1,1,abs00304
0,,,,,0,abs00305
1,6,,,,1,abs00306
0,,,,,0,abs00307
1,6,2,0,,0,abs00308
1,3 6,,,1,1,abs00309
1,6,1,0,1,1,abs00310
1,3,,0,,1,abs00311
1,5 6,,0,,1,abs00312
1,3,2,0,,1,abs00313
0,,,,,1,abs00314
1,1 2,2,7,,1,abs00315
1,6,,0,,0,abs00316
1,,,,,1,abs00317
1,1 2,,26,1,1,abs00318
1,1 2,,,,0,abs00319
0,,,,,0,abs00320
0,,,,,1,abs00321
1,6,,0,,0,abs00322
1,1 2,2,0,,0,abs00323
1,,,,,1,abs00324
0,,,,,0,abs00325
1,1 2,1,15,,0,abs00326
1,6,,0,,0,abs00327
1,3,,,1,1,abs00328
1,6,,,,0,abs00329
1,6,,0,,1,abs00330
1,2,,,,1,abs00331
1,3,,0,1,1,abs00332
1,3,2,0,,1,abs00333
0,,,,,1,abs00334
1,6,1,0,1,1,abs00335
0,,,,,1,abs00336
0,,,,1,1,abs00337
1,,2,,,0,abs00338
0,,,,,1,abs00339
1,2,,23 24,,1,abs00340
0,,,,,1,abs00341
0,,,,,1,abs00342
1,3,,0,,1,abs00343
0,,,,,1,abs00344
1,,,,,1,abs00345
0,,,,,1,abs00346
1,6,,0,,1,abs00347
0,,,,,1,abs00348
1,,2,,,1,abs00349
1,1 2,1,26,,0,abs00350
1,2,2,,,1,abs00351
1,6,,0,1,1,abs00352
1,6,,0,,1,abs00353
1,3,,0,,1,abs00354
0,,,,,1,abs00355
1,6,,0,,0,abs00356
1,2,,0,,1,abs00357
0,,,,,1,abs00358
1,1 2,,,1,0,abs00359
0,,,,,1,abs00360
1,6,1,,,0,abs00361
1,5 6,,0,,0,abs00362
0,,,,,1,abs00363
1,6,,0,,1,abs00364
1,3,,0,1,1,abs00365
1,3 6,1,0,,0,abs00366
1,6,2,,,0,abs00367
1,7,,0,,0,abs00368
1,6,,,,1,abs00369
1,7,,0,1,1,abs00370
1,1 2,,22,,0,abs00371
0,,,,,1,abs00372
1,2,2,,1,1,abs00373
1,6,,0,,0,abs00374
0,,,,,0,abs00375
1,0,,0,,1,abs00376
1,,2,,,1,abs00377
1,6,2,0,,0,abs00378
1,2,,0,,1,abs00379
1,6,,0,,1,abs00380
1,5,,0,,1,abs00381
1,6,,0,,1,abs00382
1,5 6,,0,,0,abs00383
1,3,,0,,0,abs00384
1,6,,,,1,abs00385
1,6 7,,0,,1,abs00386
1,2,2,0,,1,abs00387
0,,,,,1,abs00388
0,,,,,1,abs00389
1,6,,0,,0,abs00390
1,4 5,2,0,,0,abs00391
1,2 3,,,,0,abs00392
1,2,,,,1,abs00393
1,6,,0,,0,abs00394
1,6,,0,,0,abs00395
1,6,2,0,,1,abs00396
0,,,,,1,abs00397
1,,,0,,1,abs00398
1,6,,0,,1,abs00399
1,6,,0,,0,abs00400
1,6,,,,1,abs00401
1,6,,0,,0,abs00402
1,6,,0,,0,abs00403
1,3,,0,,1,abs00404
1,5 6,,,,1,abs00405
1,3,2,0,,1,abs00406
0,,,,,1,abs00407
1,,,,,0,abs00408
0,,,,,1,abs00409
1,2,2,,,0,abs00410
1,3,,0,,1,abs00411
1,6,,0,,1,abs00412
1,2,,,,1,abs00413
1,6,,0,,1,abs00414
1,4,,,,1,abs00415
1,0,,0,,0,abs00416
1,5 6,2,0,,0,abs00417
1,2 3 6,2,0,1,1,abs00418
0,,,,1,1,abs00419
1,2,,,,1,abs00420
1,3,,,1,1,abs00421
0,,,,,1,abs00422
1,3,1,,,0,abs00423
0,,,,,1,abs00424
1,3,1,0,,0,abs00425
1,1 2,2,34,,1,abs00426
1,3 5 6,,,,0,abs00427
1,1 2,,,,0,abs00428
1,6,2,0,,0,abs00429
1,2,,,,1,abs00430
1,5,,0,,0,abs00431
1,6,,0,,1,abs00432
1,3,2,0,,1,abs00433
1,2,2,,,1,abs00434
1,6,,0,,0,abs00435
1,1 2,,,1,0,abs00436
1,6,2,0,,0,abs00437
1,6,2,0,1,1,abs00438
1,6,1,,,1,abs00439
1,,,0,,1,abs00440
1,6,2,,,0,abs00441
0,,,,,1,abs00442
1,6 7,,0,,0,abs00443
1,6,,,,0,abs00444
1,6,1,0,,1,abs00445
1,3,,0,,1,abs00446
1,3,,0,,1,abs00447
1,6 7,2,0,,1,abs00448
1,1 2,,40,,1,abs00449
1,1 2 3,,,,0,abs00450
0,,,12,1,1,abs00451
0,,,,1,1,abs00452
1,6,,0,,1,abs00453
1,3,,0,1,1,abs00454
1,2,,,,1,abs00455
0,,,,,1,abs00456
0,,,,1,0,abs00457
1,5 6,,0,,0,abs00458
1,7,,0,,1,abs00459
0,,,,,0,abs00460
1,2,,,,1,abs00461
1,2,,,,1,abs00462
0,,,,,1,abs00463
1,2 3,,15,,1,abs00464
0,,,,,0,abs00465
1,3,,,1,1,abs00466
1,0,2,0,,1,abs00467
0,,,,,1,abs00468
1,6,1,,,0,abs00469
1,,,0,,1,abs00470
1,6,2,0,,0,abs00471
0,,,,,1,abs00472
0,,,,,1,abs00473
0,,,,,0,abs00474
1,2,,,,1,abs00475
1,3,2,0,,1,abs00476
1,4,,,,0,abs00477
1,2,,11 12,,0,abs00478
1,,2,0,,1,abs00479
0,,,,,1,abs00480
1,1 2,,,,1,abs00481
1,4 5 6,,0,,0,abs00482
1,1 2,,22,,0,abs00483
1,7,2,0,,0,abs00484
1,2,,0,,1,abs00485
1,2,,24,,1,abs00486
1,2,,,,1,abs00487
1,2,2,23,,1,abs00488
1,0,,0,,0,abs00489
0,,,,,0,abs00490
0,,,,,1,abs00491
1,,2,0,,0,abs00492
0,,,,,1,abs00493
1,2,,26,,1,abs00494
1,2,,,,1,abs00495
0,,,,,0,abs00496
1,3,1,,,1,abs00497
1,,,,,1,abs00498
1,,,,,1,abs00499
1,,,,,1,abs00500
1,4 5,2,0,1,1,abs00501
1,3,,0,,1,abs00502
1,6,1,0,,0,abs00503
1,6,,0,,1,abs00504
1,6,2,,,1,abs00505
1,2,,12,,1,abs00506
1,2,,13,,0,abs00507
1,2,,26,,1,abs00508
1,6,,0,,0,abs00509
0,,,,,1,abs00510
1,3,2,0,1,1,abs00511
0,,,,,0,abs00512
1,6,,0,,0,abs00513
1,5 6,,,,0,abs00514
1,2,,,,1,abs00515
0,,,,,1,abs00516
1,3,,0,,1,abs00517
1,2,2,,,1,abs00518
1,7,2,0,,1,abs00519
1,,2,,,1,abs00520
1,3,,0,,0,abs00521
1,2,,,,1,abs00522
1,6,,0,,1,abs00523
1,,2,0,,0,abs00524
1,4,,0,,1,abs00525
1,2 3,,,,0,abs00526
1,4 5 6 7,,0,,1,abs00527
0,,,,,1,abs00528
1,3,,0,,1,abs00529
1,6,,0,,1,abs00530
1,3,,0,,1,abs00531
1,5,,0,,1,abs00532
1,2,2,0,,0,abs00533
0,,,,,1,abs00534
1,,2,0,,0,abs00535
0,,,,,1,abs00536
1,6,,0,,0,abs00537
1,1 2,,26,,0,abs00538
1,5,,0,,0,abs00539
1,6,2,0,,0,abs00540
1,3,,0,,1,abs00541
0,,,,,0,abs00542
1,,,,,1,abs00543
0,,,,,1,abs00544
1,2,,,,0,abs00545
1,4 5 6,,,,0,abs00546
1,,,,,1,abs00547
0,,,,,0,abs00548
1,2,1,11,,1,abs00549
1,6,,0,,1,abs00550
1,,,,,1,abs00551
0,,,,,0,abs00552
0,,,,,0,abs00553
1,0,,0,,1,abs00554
0,,,,,1,abs00555
1,5 6,1,0,,0,abs00556
1,6,,,,1,abs00557
0,,,,,1,abs00558
0,,,,,0,abs00559
1,1 2,2,8,,1,abs00560
1,6,,,,0,abs00561
1,6 7,,0,,0,abs00562
1,1 2,,26,,1,abs00563
1,6,2,0,,0,abs00564
0,,,,,1,abs00565
1,3,,0,1,1,abs00566
0,,,,,0,abs00567
1,1 2,2,,,1,abs00568
0,,,,,1,abs00569
0,,,,,0,abs00570
1,6,,0,,1,abs00571
1,1 2,2,7,,0,abs00572
1,6,,0,,0,abs00573
0,,,,,1,abs00574
1,4 5,,,,0,abs00575
1,6,,,,0,abs00576
1,5,1,0,,0,abs00577
1,5 6,,0,,0,abs00578
0,,,,,1,abs00579
1,,2,0,,0,abs00580
1,6,2,0,,0,abs00581
1,6,,0,,1,abs00582
1,5 6,2,0,,1,abs00583
1,2,2,,,1,abs00584
0,,,,,1,abs00585
0,,,,,1,abs00586
0,,,,,1,abs00587
1,3,1,0,,0,abs00588
1,5,,0,,0,abs00589
1,6,,,,1,abs00590
1,6,,0,,0,abs00591
1,3,2,0,,1,abs00592
1,6,1,0,,0,abs00593
1,,,,,1,abs00594
1,5,1,0,,0,abs00595
1,5 6,,,,0,abs00596
1,6,2,0,,1,abs00597
1,5,,0,,0,abs00598
1,1 2 3,,7,1,1,abs00599
1,,2,0,,1,abs00600
0,,,,,1,abs00601
1,4 5,,0,,0,abs00602
1,7,,0,,0,abs00603
1,6,1,,,1,abs00604
1,3,2,0,1,1,abs00605
1,6,2,0,,1,abs00606
1,2,,0,,1,abs00607
1,2,2,,,1,abs00608
1,2,2,0,,1,abs00609
1,6,,0,,0,abs00610
1,1 2,2,22,,1,abs00611
0,,,,,0,abs00612
1,6,2,0,,1,abs00613
1,2 3 6,,,1,1,abs00614
1,1 2,,22,,1,abs00615
1,6 7,2,0,,1,abs00616
1,2,,,,1,abs00617
1,6,,0,,1,abs00618
1,6,,0,1,1,abs00619
1,2,2,,,0,abs00620
1,7,,0,,0,abs00621
0,,,,,0,abs00622
0,,,,,1,abs00623
0,,,,,0,abs00624
0,,,,,1,abs00625
1,2,2,,,1,abs00626
1,6,,0,,1,abs00627
1,6,2,0,,1,abs00628
1,2,,0,,1,abs00629
1,6,,0,,0,abs00630
0,,,,,1,abs00631
0,,,,,0,abs00632
0,,,,,0,abs00633
1,2,2,26,,1,abs00634
1,6,,0,,0,abs00635
1,6,,0,,0,abs00636
1,3,,0,1,1,abs00637
1,3,,,,0,abs00638
0,,,,,1,abs00639
1,6,,0,,0,abs00640
1,6,2,0,,1,abs00641
1,3,,0,1,1,abs00642
1,2,2,,,0,abs00643
1,2,,,,1,abs00644
1,6,,,,1,abs00645
1,6,,0,,0,abs00646
1,4 6,,,,0,abs00647
0,,,,,1,abs00648
1,6,,,,0,abs00649
1,,,0,,1,abs00650
1,6,,,,1,abs00651
1,2,,,,1,abs00652
1,1 2,,14 22,,1,abs00653
1,6,,0,,0,abs00654
0,,,,,1,abs00655
0,,,,,1,abs00656
1,6,,0,,1,abs00657
1,6,,0,,0,abs00658
1,1 2,,26,,1,abs00659
1,1 2 3,,7,,0,abs00660
0,,,,,1,abs00661
1,5 6,,0,,0,abs00662
1,6,,0,,0,abs00663
1,1 3,,,1,1,abs00664
1,3,,0,1,1,abs00665
1,,2,,,1,abs00666
1,3,,0,1,1,abs00667
1,5 6,1,,,0,abs00668
1,6,,0,,1,abs00669
1,1 2,,,,0,abs00670
1,,2,,,1,abs00671
1,6,,0,,1,abs00672
1,3,,0,1,1,abs00673
1,6,1,0,,1,abs00674
1,2,2,,,1,abs00675
1,0,,0,,1,abs00676
0,,,,,1,abs00677
1,6,,0,1,1,abs00678
1,6,,,,0,abs00679
1,6,,0,,1,abs00680
1,2,,,,1,abs00681
1,2,,,,1,abs00682
1,1 2 3,,,,1,abs00683
1,6,,,,1,abs00684
0,,,,,1,abs00685
1,3,,0,1,1,abs00686
0,,,,,0,abs00687
0,,,,,1,abs00688
1,3,,0,,1,abs00689
1,2 3,,,,1,abs00690
1,5,,,,0,abs00691
1,6,2,0,,1,abs00692
1,3,2,0,1,1,abs00693
1,6,,0,,1,abs00694
1,1 2,,,,0,abs00695
0,,,,,0,abs00696
1,,,,,0,abs00697
0,,,,,1,abs00698
1,3,2,0,,1,abs00699
1,4 5,2,0,,1,abs00700
1,6,,,,1,abs00701
0,,,,,0,abs00702
1,6 7,,0,,1,abs00703
1,3,2,0,,0,abs00704
1,2,,,,1,abs00705
0,,,,,1,abs00706
0,,,,,1,abs00707
1,2,2,,,1,abs00708
1,6,1,0,,1,abs00709
1,2,,26,,1,abs00710
1,3,2,0,,1,abs00711
1,,2,,,0,abs00712
1,0,,,,1,abs00713
1,2,,0,,1,abs00714
1,,2,,,1,abs00715
0,,,,,1,abs00716
1,6,,0,,0,abs00717
1,6,2,0,,1,abs00718
1,3,2,0,1,1,abs00719
1,2,2,,,1,abs00720
0,,,,,1,abs00721
0,,,,,1,abs00722
0,,,,,1,abs00723
1,6,,,,1,abs00724
1,6,2,0,,1,abs00725
1,6,,0,,0,abs00726
1,3,1,0,1,1,abs00727
1,2,,,,1,abs00728
1,,2,,,0,abs00729
1,4 5,,0,,0,abs00730
0,,,,,0,abs00731
1,2,1,12,,1,abs00732
0,,,,,1,abs00733
0,,,,,1,abs00734
1,,,,,1,abs00735
1,6,,,,0,abs00736
1,5 6,,0,,0,abs00737
0,,,,,0,abs00738
1,2,2,0,,1,abs00739
1,,,,,1,abs00740
0,,,,,0,abs00741
1,4 5 6,,,,1,abs00742
1,4 5 6,,,,1,abs00743
1,0,,0,,1,abs00744
0,,,,,1,abs00745
1,5,1,0,,0,abs00746
1,,,,,1,abs00747
1,5 6,,0,,0,abs00748
0,,,,,0,abs00749
1,3,2,0,1,1,abs00750
0,,,,,1,abs00751
1,5,,0,,0,abs00752
1,5 6,,,,0,abs00753
0,,,,,0,abs00754
0,,,,,1,abs00755
0,,,,,1,abs00756
1,0,2,0,,0,abs00757
0,,,,,0,abs00758
0,,,,,0,abs00759
1,3,,0,1,1,abs00760
0,,,,,1,abs00761
0,,,,,1,abs00762
0,,,,,1,abs00763
1,3,2,0,1,1,abs00764
0,,,,,1,abs00765
1,6,1,,,1,abs00766
0,,,,,1,abs00767
1,2,,12,,1,abs00768
0,,,,1,0,abs00769
1,3,,,,1,abs00770
1,3,,0,,0,abs00771
1,3,1,0,,0,abs00772
1,2,,,,1,abs00773
0,,,,,1,abs00774
1,4,,,,0,abs00775
1,3,,0,,1,abs00776
1,3,,,,1,abs00777
1,3,2,,,1,abs00778
0,,,,,0,abs00779
0,,,,,1,abs00780
1,2,,7,,0,abs00781
1,3,,,,0,abs00782
1,0,2,0,,0,abs00783
0,,,,,0,abs00784
1,3,2,0,,0,abs00785
1,6,,0,,1,abs00786
0,,,,,0,abs00787
1,0,,0,,0,abs00788
0,,,,,0,abs00789
1,,2,0,,1,abs00790
0,,,,,0,abs00791
1,3,,0,,0,abs00792
0,,,,,1,abs00793
0,,,,1,1,abs00794
1,1 2,,40,,1,abs00795
1,1 2,,,,1,abs00796
1,2,2,,,1,abs00797
1,3,,0,1,1,abs00798
0,,,,,1,abs00799
1,2,2,0,,1,abs00800
0,,,,,1,abs00801
1,6,1,0,,1,abs00802
1,,2,,,0,abs00803
1,3,,0,1,1,abs00804
0,,,,,1,abs00805
1,,2,,,1,abs00806
1,6,,0,,1,abs00807
1,,2,,,1,abs00808
1,5,,,,1,abs00809
1,3,,,,1,abs00810
1,3,,0,,0,abs00811
1,1 2,,,1,0,abs00812
0,,,,,1,abs00813
1,1 2,,,,0,abs00814
1,6,,0,,0,abs00815
1,6,,0,,1,abs00816
1,6,2,0,,0,abs00817
1,6,,,,1,abs00818
1,5,,,,1,abs00819
1,2,2,,,0,abs00820
1,2,,,,1,abs00821
1,2 3,,16,1,1,abs00822
1,,1,,,1,abs00823
1,,,,,1,abs00824
1,6,,0,,0,abs00825
1,5,,0,,0,abs00826
1,4 5,,0,,0,abs00827
1,4 5 6,,0,,0,abs00828
1,3,,0,,1,abs00829
1,3,,0,,1,abs00830
1,,,,,1,abs00831
1,6,2,0,,0,abs00832
1,2,,23,,1,abs00833
1,2,,,,0,abs00834
0,,,,,1,abs00835
1,,,0,,0,abs00836
1,6,2,0,1,1,abs00837
1,3,,,,1,abs00838
1,5 6,,0,,0,abs00839
0,,,,,1,abs00840
0,,,,,0,abs00841
1,,2,0,,1,abs00842
1,,,0,,1,abs00843
1,6,,0,,1,abs00844
1,5,,0,,0,abs00845
0,,,,,1,abs00846
1,6,2,0,,0,abs00847
0,,,,,0,abs00848
0,,,,,1,abs00849
0,,,,,1,abs00850
1,,2,0,,1,abs00851
1,1 2,,22,1,0,abs00852
1,4,,,,1,abs00853
0,,,,,1,abs00854
1,1 2,2,14 22,,1,abs00855
1,1 2,,8,,1,abs00856
1,6,2,0,,0,abs00857
1,1 2 3,,34,,1,abs00858
1,2,1,24,,1,abs00859
1,3,,0,,1,abs00860
1,,,,,0,abs00861
1,6 7,2,,,0,abs00862
1,5 6,,12,,0,abs00863
1,,,,,0,abs00864
1,3,,0,,0,abs00865
1,3,,0,1,1,abs00866
0,,,,,1,abs00867
1,3,2,0,1,1,abs00868
1,2,,0,,1,abs00869
0,,,,,1,abs00870
1,3,1,0,,0,abs00871
1,3,,0,,1,abs00872
0,,,,,1,abs00873
1,6,2,0,,1,abs00874
1,3,2,0,1,1,abs00875
1,6,,0,,0,abs00876
1,6,1,0,,0,abs00877
1,1 2,2,,,0,abs00878
1,6,,0,,0,abs00879
1,2 3 4 5 6,,,,0,abs00880
1,4 5 6,,0,1,1,abs00881
0,,,,,0,abs00882
0,,,,,1,abs00883
1,,2,0,,1,abs00884
1,6,,0,,1,abs00885
1,6,,0,,0,abs00886
1,2,,,,1,abs00887
1,6,2,0,,0,abs00888
1,,2,,,1,abs00889
1,2,2,26,,0,abs00890
0,,,,,1,abs00891
1,,2,,,1,abs00892
1,,2,,,1,abs00893
1,5,1,0,,1,abs00894
0,,,,,1,abs00895
0,,,,,1,abs00896
1,2,,12,1,1,abs00897
0,,,,,0,abs00898
1,2,,12,,1,abs00899
1,3,,,1,1,abs00900
1,2 3,,,,1,abs00901
1,6,,0,,0,abs00902
1,3,,,1,0,abs00903
1,6,2,0,,0,abs00904
1,2,,,,1,abs00905
0,,,,,1,abs00906
1,5 6,,,,0,abs00907
1,3,,0,1,1,abs00908
1,3,1,0,1,1,abs00909
1,,,,,1,abs00910
1,1 2,2,,,0,abs00911
1,1 2,,22,,1,abs00912
1,3,,0,1,1,abs00913
0,,,,1,1,abs00914
1,6,,0,,0,abs00915
1,3,,0,,1,abs00916
1,3,,0,,0,abs00917
1,1 2,,,1,1,abs00918
1,2,,,,0,abs00919
0,,,,,0,abs00920
1,6,2,,,1,abs00921
1,,2,,,1,abs00922
1,1 2,,26,,1,abs00923
1,3,1,,,0,abs00924
1,,2,0,,0,abs00925
1,4 5,2,0,,1,abs00926
1,3,2,0,,0,abs00927
0,,,,,1,abs00928
1,2,,,1,1,abs00929
1,,,,,1,abs00930
1,2,2,0,,1,abs00931
0,,,,,1,abs00932
1,2,,0,,0,abs00933
